ISO3,Year,mean_st
RUS,2017,2.142
RWA,2017,
SHN,2017,1.394
SPM,2017,0.356
WSM,2017,1.056
SMR,2017,1.749
STP,2017,1.224
SAU,2017,1.753
SEN,2017,1.856
SRB,2017,1.324
SYC,2017,1.516
SLE,2017,2.227
SGP,2017,1.385
SVK,2017,1.29
SVN,2017,1.789
SLB,2017,0.456
SOM,2017,1.8
ZAF,2017,1.151
SSD,2017,1.37
ESP,2017,2.033
LKA,2017,1.051
KNA,2017,0.665
LCA,2017,0.693
VCT,2017,0.739
SDN,2017,1.311
SUR,2017,1.874
SWE,2017,1.598
CHE,2017,1.818
SYR,2017,1.224
TWN,2017,1.324
TJK,2017,1.336
TZA,2017,1.577
THA,2017,1.011
TLS,2017,0.858
TGO,2017,1.351
TKL,2017,
TON,2017,1.106
TTO,2017,1.002
TUN,2017,1.333
TUR,2017,0.768
TKM,2017,1.685
TCA,2017,
TUV,2017,0.915
UGA,2017,1.449
UKR,2017,1.436
ARE,2017,1.654
GBR,2017,1.43
USA,2017,1.437
VIR,2017,0.755
URY,2017,1.667
UZB,2017,1.751
VUT,2017,1.02
VEN,2017,0.625
VNM,2017,1.118
WLF,2017,1.081
PSE,2017,0.639
ESH,2017,2.234
WLD,2017,1.438
YEM,2017,
ZMB,2017,0.629
ZWE,2017,0.443
AFG,2018,1.682
ALB,2018,2.189
DZA,2018,1.246
ASM,2018,0.905
AND,2018,1.76
AGO,2018,1.26
AIA,2018,0.532
ATG,2018,0.506
ARG,2018,0.783
ARM,2018,2.75
ABW,2018,0.637
AUS,2018,1.104
AUT,2018,2.563
AZE,2018,2.181
BHS,2018,1.144
BHR,2018,2.25
BGD,2018,1.039
BRB,2018,0.509
BLR,2018,2.339
BEL,2018,2.177
BLZ,2018,0.742
BEN,2018,1.129
BTN,2018,1.389
BOL,2018,0.816
BIH,2018,2.356
BWA,2018,1.004
BRA,2018,1.17
VGB,2018,0.559
BRN,2018,1.076
BGR,2018,2.251
BFA,2018,1.225
BDI,2018,
CPV,2018,0.539
KHM,2018,0.724
CMR,2018,1.054
CAN,2018,0.523
CYM,2018,0.545
CAF,2018,1.206
TCD,2018,1.515
CHL,2018,0.333
HKG,2018,1.479
MAC,2018,1.479
CHN,2018,1.423
COL,2018,0.972
COM,2018,0.816
COD,2018,1.34
COG,2018,1.181
COK,2018,0.748
CRI,2018,1.18
HRV,2018,2.363
CUB,2018,1.157
CYP,2018,2.236
CZE,2018,2.665
DNK,2018,2.113
DJI,2018,1.024
DMA,2018,0.421
DOM,2018,0.97
ECU,2018,0.966
EGY,2018,2.053
SLV,2018,0.803
GNQ,2018,0.685
ERI,2018,0.981
EST,2018,2.386
SWZ,2018,0.842
ETH,2018,0.944
FLK,2018,
FRO,2018,0.826
FJI,2018,1.058
FIN,2018,2.17
FRA,2018,2.006
PYF,2018,0.404
GAB,2018,0.896
GMB,2018,1.317
GEO,2018,2.476
DEU,2018,2.395
GHA,2018,1.173
GIB,2018,0.799
GRC,2018,1.948
GRL,2018,0.912
GRD,2018,0.333
GLP,2018,0.486
GTM,2018,0.865
GUF,2018,1.538
GIN,2018,1.53
GNB,2018,1.618
GUY,2018,1.411
HTI,2018,1.106
VAT,2018,1.935
HND,2018,0.819
HUN,2018,2.579
ISL,2018,0.859
IND,2018,0.855
IDN,2018,0.881
IRN,2018,2.036
IRQ,2018,2.303
IRL,2018,0.801
IMN,2018,0.886
ISR,2018,1.881
ITA,2018,1.873
JAM,2018,1.543
JPN,2018,0.899
JOR,2018,1.899
KAZ,2018,0.645
KEN,2018,0.635
KIR,2018,1.014
PRK,2018,0.909
KOR,2018,0.873
KWT,2018,2.315
KGZ,2018,1.226
LAO,2018,0.814
LVA,2018,2.327
LBN,2018,2.202
LSO,2018,0.717
LBR,2018,1.367
LBY,2018,1.695
LIE,2018,2.333
LTU,2018,2.423
LUX,2018,2.46
MDG,2018,1.115
MWI,2018,1.039
MYS,2018,1.172
MDV,2018,0.65
MLI,2018,1.179
MLT,2018,1.344
MHL,2018,0.397
MTQ,2018,0.407
MRT,2018,1.008
MUS,2018,1.299
MYT,2018,1.028
MEX,2018,1.105
FSM,2018,0.616
MDA,2018,2.093
MCO,2018,1.886
MNG,2018,2.235
MNE,2018,2.323
MSR,2018,0.506
MAR,2018,0.638
MOZ,2018,0.836
MMR,2018,1.181
NAM,2018,1.231
NRU,2018,
NPL,2018,0.654
NLD,2018,2.127
NCL,2018,0.937
NZL,2018,1.157
NIC,2018,1.096
NER,2018,1.196
NGA,2018,1.069
NIU,2018,
NFK,2018,1.03
MKD,2018,2.171
NOR,2018,1.491
OMN,2018,1.267
PAK,2018,1.418
PLW,2018,1.135
PAN,2018,1.076
PNG,2018,0.659
PRY,2018,0.549
PER,2018,0.7
PHL,2018,1.22
PCN,2018,
POL,2018,2.418
PRT,2018,0.883
PRI,2018,0.66
QAT,2018,2.102
ROU,2018,2.331
RUS,2018,2.058
RWA,2018,
SHN,2018,1.633
SPM,2018,0.694
WSM,2018,0.81
SMR,2018,2.042
STP,2018,0.925
SAU,2018,1.864
SEN,2018,1.084
SRB,2018,2.37
SYC,2018,1.248
SLE,2018,1.714
SGP,2018,1.375
SVK,2018,2.578
SVN,2018,2.486
SLB,2018,0.481
SOM,2018,0.836
ZAF,2018,1.083
SSD,2018,1.228
ESP,2018,1.141
LKA,2018,0.782
KNA,2018,0.506
LCA,2018,0.387
VCT,2018,0.333
SDN,2018,1.331
SUR,2018,1.685
SWE,2018,1.853
CHE,2018,2.334
SYR,2018,2.462
TWN,2018,1.074
TJK,2018,1.662
TZA,2018,1.099
THA,2018,0.822
TLS,2018,
TGO,2018,1.179
TKL,2018,
TON,2018,1.048
TTO,2018,0.349
TUN,2018,1.455
TUR,2018,2.629
TKM,2018,1.537
TCA,2018,
TUV,2018,0.877
UGA,2018,0.779
UKR,2018,2.252
ARE,2018,1.593
GBR,2018,1.013
USA,2018,1.278
VIR,2018,0.571
URY,2018,1.327
UZB,2018,0.998
VUT,2018,0.364
VEN,2018,0.73
VNM,2018,0.822
WLF,2018,0.896
PSE,2018,1.875
ESH,2018,0.917
WLD,2018,1.301
YEM,2018,
ZMB,2018,0.888
ZWE,2018,0.747
AFG,2019,1.125
ALB,2019,1.858
DZA,2019,1.127
ASM,2019,1.255
AND,2019,1.8
AGO,2019,1.752
AIA,2019,0.766
ATG,2019,0.763
ARG,2019,0.664
ARM,2019,1.806
ABW,2019,0.97
AUS,2019,1.405
AUT,2019,2.408
AZE,2019,1.967
BHS,2019,1.581
BHR,2019,2.125
BGD,2019,1.264
BRB,2019,0.974
BLR,2019,2.697
BEL,2019,2.054
BLZ,2019,1.443
BEN,2019,1.232
BTN,2019,1.282
BOL,2019,1.248
BIH,2019,2.119
BWA,2019,1.833
BRA,2019,1.532
VGB,2019,0.768
BRN,2019,1.283
BGR,2019,2.208
BFA,2019,1.153
BDI,2019,
CPV,2019,1.134
KHM,2019,1.544
CMR,2019,1.527
CAN,2019,1.342
CYM,2019,0.917
CAF,2019,1.28
TCD,2019,1.375
CHL,2019,0.459
HKG,2019,2.089
MAC,2019,2.089
CHN,2019,1.474
COL,2019,1.228
COM,2019,1.408
COD,2019,1.325
COG,2019,1.313
COK,2019,0.73
CRI,2019,1.394
HRV,2019,2.214
CUB,2019,1.601
CYP,2019,1.643
CZE,2019,2.556
DNK,2019,2.186
DJI,2019,1.255
DMA,2019,0.579
DOM,2019,1.115
ECU,2019,1.174
EGY,2019,1.058
SLV,2019,0.996
GNQ,2019,1.522
ERI,2019,0.796
EST,2019,2.178
SWZ,2019,1.341
ETH,2019,1.362
FLK,2019,
FRO,2019,0.871
FJI,2019,0.969
FIN,2019,1.471
FRA,2019,1.956
PYF,2019,0.627
GAB,2019,1.554
GMB,2019,1.63
GEO,2019,1.68
DEU,2019,2.335
GHA,2019,1.389
GIB,2019,1.351
GRC,2019,1.503
GRL,2019,2.211
GRD,2019,0.566
GLP,2019,0.694
GTM,2019,1.408
GUF,2019,1.855
GIN,2019,1.797
GNB,2019,1.939
GUY,2019,1.301
HTI,2019,1.356
VAT,2019,1.654
HND,2019,1.252
HUN,2019,2.411
ISL,2019,1.366
IND,2019,0.772
IDN,2019,1.056
IRN,2019,1.616
IRQ,2019,1.639
IRL,2019,1.222
IMN,2019,1.184
ISR,2019,1.071
ITA,2019,1.709
JAM,2019,1.46
JPN,2019,1.247
JOR,2019,1.222
KAZ,2019,1.493
KEN,2019,1.611
KIR,2019,1.015
PRK,2019,1.915
KOR,2019,1.438
KWT,2019,1.834
KGZ,2019,1.649
LAO,2019,2.053
LVA,2019,2.426
LBN,2019,1.467
LSO,2019,1.557
LBR,2019,1.552
LBY,2019,0.968
LIE,2019,2.148
LTU,2019,2.638
LUX,2019,2.151
MDG,2019,1.696
MWI,2019,1.225
MYS,2019,1.428
MDV,2019,0.918
MLI,2019,1.242
MLT,2019,0.949
MHL,2019,0.605
MTQ,2019,0.576
MRT,2019,1.426
MUS,2019,1.762
MYT,2019,1.588
MEX,2019,1.246
FSM,2019,0.658
MDA,2019,2.401
MCO,2019,1.858
MNG,2019,1.856
MNE,2019,1.943
MSR,2019,0.763
MAR,2019,1.579
MOZ,2019,1.185
MMR,2019,1.879
NAM,2019,1.939
NRU,2019,
NPL,2019,0.67
NLD,2019,2.136
NCL,2019,0.875
NZL,2019,1.107
NIC,2019,1.362
NER,2019,1.104
NGA,2019,1.26
NIU,2019,
NFK,2019,0.997
MKD,2019,1.927
NOR,2019,1.208
OMN,2019,0.975
PAK,2019,0.608
PLW,2019,
PAN,2019,1.277
PNG,2019,0.656
PRY,2019,1.363
PER,2019,0.996
PHL,2019,1.325
PCN,2019,
POL,2019,2.64
PRT,2019,1.258
PRI,2019,0.82
QAT,2019,1.903
ROU,2019,2.308
RUS,2019,2.192
RWA,2019,
SHN,2019,1.669
SPM,2019,0.037
WSM,2019,1.16
SMR,2019,1.86
STP,2019,1.313
SAU,2019,1.778
SEN,2019,1.53
SRB,2019,2.149
SYC,2019,1.708
SLE,2019,2.084
SGP,2019,2.042
SVK,2019,2.463
SVN,2019,2.427
SLB,2019,0.427
SOM,2019,1.747
ZAF,2019,1.826
SSD,2019,1.031
ESP,2019,1.507
LKA,2019,1.232
KNA,2019,0.763
LCA,2019,0.618
VCT,2019,0.554
SDN,2019,0.99
SUR,2019,1.966
SWE,2019,1.576
CHE,2019,2.095
SYR,2019,1.652
TWN,2019,1.269
TJK,2019,1.341
TZA,2019,1.468
THA,2019,1.749
TLS,2019,0.664
TGO,2019,1.335
TKL,2019,
TON,2019,1.63
TTO,2019,0.867
TUN,2019,1.286
TUR,2019,1.695
TKM,2019,1.872
TCA,2019,
TUV,2019,0.98
UGA,2019,1.292
UKR,2019,2.38
ARE,2019,1.266
GBR,2019,1.248
USA,2019,1.04
VIR,2019,0.775
URY,2019,0.913
UZB,2019,1.893
VUT,2019,0.691
VEN,2019,1.054
VNM,2019,1.776
WLF,2019,1.284
PSE,2019,1.052
ESH,2019,1.497
WLD,2019,1.463
YEM,2019,
ZMB,2019,1.31
ZWE,2019,1.359
